post_idx,target,stance,stance_type,explanation
4473466301,Journalists and the press,AGAINST,EXPLICIT,"The comment criticizes 'despicable hosts', which can be inferred as journalists or press members."
4473466301,Donald Trump,FAVOR,EXPLICIT,"The comment mentions 'Pres. Trump, the man I voted', indicating a positive view of Donald Trump."
4520365121,Immigration / immigrants,AGAINST,EXPLICIT,"The comment states 'DACA amnesty will encourage more illegal aliens to cross our border', indicating a negative stance towards immigration."
4520365121,Donald Trump,AGAINST,EXPLICIT,"The comment states 'This is one issue I don't agree with Pres.Trump', indicating a negative stance towards Donald Trump on this specific issue."
4555154868,Elites,AGAINST,EXPLICIT,"The comment describes musicians as 'Phonies with gigantic egos', implying a negative stance towards elites."
4555154868,Music,AGAINST,EXPLICIT,"The comment describes musicians as 'Phonies with gigantic egos', implying a negative stance towards music or musicians."
4555154868,Donald Trump,AGAINST,EXPLICIT,"The comment is posted under an article about 'Musicians Planning 46 Anti-Trump Concerts', and describes musicians as 'Phonies with gigantic egos', implying a negative stance towards the musicians and their anti-Trump efforts, thus implying a negative stance towards those opposing Trump."
4581375491,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment mentions 'leftists', implying a negative stance towards liberal media."
4581375491,Diversity (DEI),AGAINST,IMPLICIT,"The comment questions Google's anti-racism stance, implying skepticism towards diversity initiatives."
4581375491,Democrats,AGAINST,IMPLICIT,"The comment mentions 'leftists', which is often associated with the Democratic party, implying a negative stance."
4581375491,Google,AGAINST,EXPLICIT,"The comment questions Google's anti-racism stance, implying skepticism towards the company."
4606132000,Vegetarians / Vegans,AGAINST,EXPLICIT,"The comment states 'Every statistic cited by vegetarians and vegans are misleading, at best.' This indicates a clear negative stance towards vegetarians and vegans."
4606132000,Climate change is a problem,AGAINST,EXPLICIT,"The comment questions the feasibility of a vegetarian diet to halt climate change, implying skepticism towards the idea that climate change can be addressed through such means."
4606132000,Climate change is real,AGAINST,IMPLICIT,"The comment's focus on the impracticality of a vegetarian diet to address climate change may imply a skepticism towards the urgency or reality of climate change, although it does not directly deny its existence."
4606132000,Andrew Yang,AGAINST,EXPLICIT,"The comment criticizes Andrew Yang for citing a United Nations study, implying that Yang did not research his statement thoroughly."
4622429977,Hillary Clinton,AGAINST,EXPLICIT,"The comment mentions 'Hill & Bill' as examples of 'politician parasites', indicating a negative stance towards Hillary Clinton."
4622429977,Elites,AGAINST,EXPLICIT,"The comment mentions 'politician parasites' and lists several politicians, implying a negative stance towards elites."
4622429977,Politicians,AGAINST,EXPLICIT,"The comment mentions 'politician parasites' and lists several politicians, implying a negative stance towards politicians."
4622429977,Nancy Pelosi,AGAINST,EXPLICIT,"The comment mentions 'Nancy' as one of the 'politician parasites', indicating a negative stance towards Nancy Pelosi."
4622429977,Donald Trump,FAVOR,EXPLICIT,"The comment mentions that 'Pres. Trump' is 'the only US President who donates his salary', implying a positive stance towards Donald Trump."
4622429977,Barack Obama,AGAINST,EXPLICIT,"The comment mentions 'Barry' as one of the 'politician parasites', indicating a negative stance towards Barack Obama."
4622429977,Democrats,AGAINST,EXPLICIT,"The comment implies that politicians, including those mentioned (e.g. Hillary Clinton, Barack Obama), are 'parasites', which could be seen as a negative stance towards Democrats."
4669207710,Mainstream / liberal media,AGAINST,EXPLICIT,"The comment mentions 'media hacks', indicating a negative stance towards mainstream/liberal media."
4669207710,Journalists and the press,AGAINST,EXPLICIT,"The comment mentions 'media hacks', which implies a negative stance towards journalists and the press."
4669207710,Democrats,AGAINST,EXPLICIT,"The comment mentions 'the left wing', which implies a negative stance towards Democrats."
4688428694,Socialism / Communism,AGAINST,EXPLICIT,"The comment mentions 'liberal/socialist justices' in a negative tone, indicating the commenter's stance against socialism/communism."
4688428694,Democrats,AGAINST,EXPLICIT,"The comment mentions 'liberal/socialist justices' in a negative tone, which implies the commenter's stance against Democrats, who are often associated with liberal or socialist ideologies."
4688428694,Roberts,AGAINST,EXPLICIT,"The comment states 'Of course Roberts will vote with the liberal/socialist justices', indicating the commenter's negative stance towards Roberts."
4710185668,Immigration / immigrants,AGAINST,EXPLICIT,"The comment states 'He's obviously appealing to the illegal Mexicans to vote for him', indicating a negative stance towards immigration/immigrants, specifically 'illegal Mexicans'."
4710185668,Politicians,AGAINST,EXPLICIT,"The comment implies that Pete Buttigieg is 'pandering' to a specific group, indicating a negative stance towards politicians, specifically their actions."
4755223978,Mainstream / liberal media,AGAINST,EXPLICIT,The comment refers to the 'left wing media hacks' which implies a negative stance towards the mainstream/liberal media.
4755223978,Journalists and the press,AGAINST,EXPLICIT,The comment calls journalists 'media hacks' which indicates a negative stance towards them.
4755223978,Republicans (GOP),FAVOR,EXPLICIT,"The comment implies that the Democrats and the media are against the Constitution, which suggests that the commenter is in favor of the Republicans."
4755223978,Democrats,AGAINST,EXPLICIT,The comment mentions 'Democrat Party co-conspirators' which implies a negative stance towards the Democrats.
4789965759,Immigration / immigrants,AGAINST,EXPLICIT,"The comment implies that the speaker is critical of countries that allow immigrants in, as stated in 'Sweden, Germany and France will still let them in and allow them refugee status.'"
4789965759,Germany,AGAINST,EXPLICIT,"The comment implies that the speaker is critical of Germany, as stated in 'Sweden, Germany and France will still let them in and allow them refugee status.'"
4789965759,France,AGAINST,EXPLICIT,"The comment implies that the speaker is critical of France, as stated in 'Sweden, Germany and France will still let them in and allow them refugee status.'"
4789965759,Sweden,AGAINST,EXPLICIT,"The comment implies that the speaker is critical of Sweden, as stated in 'Sweden, Germany and France will still let them in and allow them refugee status.'"
4813050627,Gay / LGTBQ+,AGAINST,EXPLICIT,The comment suggests that Taylor Swift would be better off as a man and tells her to 'go get the surgery' which implies a negative view of her current gender identity.
4813050627,Taylor Swift,AGAINST,EXPLICIT,"The comment tells Taylor Swift to 'go get the surgery' implying that she would be better off as a man, which is a negative and dismissive view of her identity."
4835947699,Socialism / Communism,AGAINST,EXPLICIT,"The comment implies that socialism/communism has already brought down Venezuela, as stated in the phrase 'that's already been done by Mauro a long time ago. Brutally and tragically.'"
4835947699,Politicians,AGAINST,EXPLICIT,"The comment implies that politicians, specifically Mauro (likely referring to Nicolas Maduro), have brought down Venezuela, as stated in the phrase 'that's already been done by Mauro a long time ago. Brutally and tragically.'"
4835947699,Venezuela,AGAINST,EXPLICIT,"The comment implies that the current state of Venezuela is bad, as stated in the phrase 'that's already been done by Mauro a long time ago. Brutally and tragically.'"
4865240050,Democrats,AGAINST,EXPLICIT,"The comment states 'Voting by mail has always been the Democrats' wet dream', implying a negative tone towards the Democrats."
4917737314,Elites,AGAINST,EXPLICIT,"The commenter describes the officials who made unmasking requests as 'crooks & thugs', indicating a negative stance towards elites."
4917737314,Crime,AGAINST,EXPLICIT,"The commenter states that 'If there are no consequences for these crooks & thugs, America will just be another banana republic', indicating a negative stance towards crime."
4917737314,Mainstream / liberal media,AGAINST,EXPLICIT,"The commenter describes the US media as being in a 'depraved state' and compares it to a 'third world dictatorship', indicating a strongly negative stance."
4917737314,Journalists and the press,AGAINST,EXPLICIT,"The commenter describes the US media as being in a 'depraved state', indicating a negative stance towards journalists and the press."
4917737314,Politicians,AGAINST,EXPLICIT,"The commenter describes the officials who made unmasking requests as 'crooks & thugs', indicating a negative stance towards politicians."
4917737314,Democrats,AGAINST,EXPLICIT,"The commenter states that 'Democrats will be more emboldened to commit crimes' if there are no consequences for the officials who made unmasking requests, indicating a negative stance towards Democrats."
4939992820,Fox News,FAVOR,EXPLICIT,"The comment mentions 'Tucker Carslon has a great video', implying a positive view of Fox News, as Tucker Carlson is a Fox News personality."
4939992820,Right-wing media,FAVOR,EXPLICIT,"The comment mentions 'Tucker Carslon has a great video', which suggests the commenter has a positive view of right-wing media, as Tucker Carlson is known for his right-wing views."
4939992820,Donald Trump,AGAINST,EXPLICIT,"The comment refers to 'the snake son-in-law in the WH', which is a negative reference to Jared Kushner, Trump's son-in-law, implying a negative view of Trump's administration."
4957168538,Republicans (GOP),FAVOR,EXPLICIT,"The comment describes Robert Davi as 'an American Patriot', implying a positive stance towards patriotic and conservative values often associated with Republicans."
5033489102,China,AGAINST,EXPLICIT,"The comment states 'China lost hundreds of billions' when Pres. Trump rearranged the US-China trade, implying a negative impact on China."
5033489102,Socialism / Communism,AGAINST,EXPLICIT,"The comment refers to 'Communist China', implying a negative view of communism."
5033489102,Donald Trump,FAVOR,EXPLICIT,"The comment states 'Pres. Trump rearranged the deck chairs of US-Commie china trade', implying a positive view of Trump's actions."
5033489102,Germany,AGAINST,EXPLICIT,"The comment states 'Germany lost $$ billions from their trade with Communist China' and 'Germany's Merkel is not pleased with Pres. Trump', implying a negative view of Germany's actions and relationships."
5078731030,Elites,AGAINST,EXPLICIT,"The commenter calls the players 'useful idiots for Marxist communists', implying that the elites (in this case, the players and their supporters) are being manipulated."
5078731030,Socialism / Communism,AGAINST,EXPLICIT,"The commenter calls the players 'useful idiots for Marxist communists', indicating a clear opposition to socialism and communism."
5078731030,Woke,AGAINST,IMPLICIT,"The commenter's tone and language suggest a negative view of 'woke' culture, which is often associated with social justice movements."
5078731030,Diversity (DEI),AGAINST,IMPLICIT,The commenter's negative tone towards the NFL and its players suggests a potential opposition to diversity and inclusion initiatives.
5078731030,The police (cops),FAVOR,IMPLICIT,"The commenter is upset about the NFL players' stance on police brutality, suggesting that they support the police."
5078731030,Sport,AGAINST,EXPLICIT,"The commenter says 'Americans should walk away from NFL, NBA, MLB and even hockey', indicating a clear opposition to sports."
5106639331,Politicians,AGAINST,EXPLICIT,"The comment states 'Graham is a big coward' and 'he should have refused to take the position', indicating a negative opinion towards politicians, specifically Lindsey Graham."
5106639331,Republicans (GOP),AGAINST,EXPLICIT,"The comment criticizes Lindsey Graham, a Republican, stating 'Graham is a big coward' and implies that Ted Cruz is 'far better' than Graham, indicating a negative opinion towards Republicans."
5946716108,Elites,AGAINST,EXPLICIT,"The comment mentions 'the globalists' worst enemies are the middle class', implying that the elites (globalists) are working against the middle class."
5946716108,Republicans (GOP),AGAINST,EXPLICIT,"The comment mentions 'with much help from corrupt GOP', implying a negative stance towards the GOP."
